'Elapsed time','V1'
'24:31.981',-0.065
'24:31.983',-0.060
'24:31.986',-0.055
'24:31.989',-0.050
'24:31.992',-0.050
'24:31.994',-0.050
'24:31.997',-0.055
'24:32.000',-0.060
'24:32.003',-0.070
'24:32.006',-0.060
'24:32.008',-0.075
'24:32.011',-0.075
'24:32.014',-0.075
'24:32.017',-0.080
'24:32.019',-0.060
'24:32.022',-0.050
'24:32.025',-0.040
'24:32.028',-0.050
'24:32.031',-0.060
'24:32.033',-0.065
'24:32.036',-0.070
'24:32.039',-0.060
'24:32.042',-0.065
'24:32.044',-0.055
'24:32.047',-0.050
'24:32.050',-0.040
'24:32.053',-0.035
'24:32.056',-0.005
'24:32.058',0.000
'24:32.061',-0.005
'24:32.064',0.005
'24:32.067',0.005
'24:32.069',0.005
'24:32.072',0.005
'24:32.075',0.010
'24:32.078',0.020
'24:32.081',0.035
'24:32.083',0.055
'24:32.086',0.070
'24:32.089',0.080
'24:32.092',0.090
'24:32.094',0.105
'24:32.097',0.110
'24:32.100',0.095
'24:32.103',0.095
'24:32.106',0.095
'24:32.108',0.110
'24:32.111',0.120
'24:32.114',0.130
'24:32.117',0.140
'24:32.119',0.150
'24:32.122',0.155
'24:32.125',0.170
'24:32.128',0.160
'24:32.131',0.165
'24:32.133',0.160
'24:32.136',0.160
'24:32.139',0.160
'24:32.142',0.165
'24:32.144',0.170
'24:32.147',0.180
'24:32.150',0.185
'24:32.153',0.195
'24:32.156',0.200
'24:32.158',0.205
'24:32.161',0.200
'24:32.164',0.205
'24:32.167',0.195
'24:32.169',0.185
'24:32.172',0.185
'24:32.175',0.175
'24:32.178',0.180
'24:32.181',0.180
'24:32.183',0.195
'24:32.186',0.195
'24:32.189',0.200
'24:32.192',0.215
'24:32.194',0.215
'24:32.197',0.190
'24:32.200',0.200
'24:32.203',0.175
'24:32.206',0.180
'24:32.208',0.175
'24:32.211',0.175
'24:32.214',0.180
'24:32.217',0.185
'24:32.219',0.190
'24:32.222',0.195
'24:32.225',0.205
'24:32.228',0.205
'24:32.231',0.195
'24:32.233',0.190
'24:32.236',0.170
'24:32.239',0.175
'24:32.242',0.170
'24:32.244',0.160
'24:32.247',0.170
'24:32.250',0.180
'24:32.253',0.185
'24:32.256',0.185
'24:32.258',0.190
'24:32.261',0.185
'24:32.264',0.195
'24:32.267',0.180
'24:32.269',0.170
'24:32.272',0.165
'24:32.275',0.145
'24:32.278',0.175
'24:32.281',0.160
'24:32.283',0.175
'24:32.286',0.180
'24:32.289',0.195
'24:32.292',0.200
'24:32.294',0.185
'24:32.297',0.190
'24:32.300',0.175
'24:32.303',0.170
'24:32.306',0.170
'24:32.308',0.170
'24:32.311',0.170
'24:32.314',0.175
'24:32.317',0.165
'24:32.319',0.175
'24:32.322',0.195
'24:32.325',0.200
'24:32.328',0.190
'24:32.331',0.200
'24:32.333',0.200
'24:32.336',0.180
'24:32.339',0.180
'24:32.342',0.165
'24:32.344',0.190
'24:32.347',0.190
'24:32.350',0.200
'24:32.353',0.195
'24:32.356',0.210
'24:32.358',0.215
'24:32.361',0.210
'24:32.364',0.195
'24:32.367',0.190
'24:32.369',0.185
'24:32.372',0.180
'24:32.375',0.185
'24:32.378',0.175
'24:32.381',0.185
'24:32.383',0.185
'24:32.386',0.190
'24:32.389',0.200
'24:32.392',0.210
'24:32.394',0.210
'24:32.397',0.205
'24:32.400',0.205
'24:32.403',0.205
'24:32.406',0.200
'24:32.408',0.195
'24:32.411',0.185
'24:32.414',0.190
'24:32.417',0.200
'24:32.419',0.205
'24:32.422',0.210
'24:32.425',0.210
'24:32.428',0.220
'24:32.431',0.230
'24:32.433',0.240
'24:32.436',0.250
'24:32.439',0.250
'24:32.442',0.240
'24:32.444',0.265
'24:32.447',0.265
'24:32.450',0.265
'24:32.453',0.260
'24:32.456',0.255
'24:32.458',0.260
'24:32.461',0.250
'24:32.464',0.250
'24:32.467',0.235
'24:32.469',0.230
'24:32.472',0.215
'24:32.475',0.200
'24:32.478',0.210
'24:32.481',0.210
'24:32.483',0.205
'24:32.486',0.215
'24:32.489',0.210
'24:32.492',0.195
'24:32.494',0.195
'24:32.497',0.200
'24:32.500',0.195
'24:32.503',0.200
'24:32.506',0.220
'24:32.508',0.205
'24:32.511',0.205
'24:32.514',0.195
'24:32.517',0.195
'24:32.519',0.205
'24:32.522',0.200
'24:32.525',0.210
'24:32.528',0.205
'24:32.531',0.200
'24:32.533',0.210
'24:32.536',0.195
'24:32.539',0.185
'24:32.542',0.190
'24:32.544',0.175
'24:32.547',0.190
'24:32.550',0.190
'24:32.553',0.220
'24:32.556',0.210
'24:32.558',0.210
'24:32.561',0.220
'24:32.564',0.205
'24:32.567',0.200
'24:32.569',0.200
'24:32.572',0.215
'24:32.575',0.210
'24:32.578',0.210
'24:32.581',0.225
'24:32.583',0.245
'24:32.586',0.245
'24:32.589',0.260
'24:32.592',0.275
'24:32.594',0.300
'24:32.597',0.335
'24:32.600',0.345
'24:32.603',0.350
'24:32.606',0.355
'24:32.608',0.315
'24:32.611',0.280
'24:32.614',0.230
'24:32.617',0.160
'24:32.619',0.085
'24:32.622',0.040
'24:32.625',0.020
'24:32.628',0.040
'24:32.631',0.080
'24:32.633',0.120
'24:32.636',0.170
'24:32.639',0.190
'24:32.642',0.200
'24:32.644',0.240
'24:32.647',0.340
'24:32.650',0.470
'24:32.653',0.630
'24:32.656',0.790
'24:32.658',0.905
'24:32.661',1.000
'24:32.664',1.050
'24:32.667',1.090
'24:32.669',1.115
'24:32.672',1.135
'24:32.675',1.155
'24:32.678',1.155
'24:32.681',1.120
'24:32.683',1.065
'24:32.686',1.010
'24:32.689',0.955
'24:32.692',0.905
'24:32.694',0.785
'24:32.697',0.680
'24:32.700',0.565
'24:32.703',0.460
'24:32.706',0.365
'24:32.708',0.310
'24:32.711',0.280
'24:32.714',0.275
'24:32.717',0.290
'24:32.719',0.275
'24:32.722',0.280
'24:32.725',0.280
'24:32.728',0.270
'24:32.731',0.265
'24:32.733',0.250
'24:32.736',0.235
'24:32.739',0.235
'24:32.742',0.215
'24:32.744',0.215
'24:32.747',0.215
'24:32.750',0.210
'24:32.753',0.220
'24:32.756',0.225
'24:32.758',0.220
'24:32.761',0.225
'24:32.764',0.225
'24:32.767',0.215
'24:32.769',0.210
'24:32.772',0.200
'24:32.775',0.215
'24:32.778',0.205
'24:32.781',0.205
'24:32.783',0.210
'24:32.786',0.215
'24:32.789',0.215
'24:32.792',0.205
'24:32.794',0.200
'24:32.797',0.190
'24:32.800',0.185
'24:32.803',0.170
'24:32.806',0.175
'24:32.808',0.175
'24:32.811',0.190
'24:32.814',0.180
'24:32.817',0.185
'24:32.819',0.185
'24:32.822',0.185
'24:32.825',0.175
'24:32.828',0.190
'24:32.831',0.190
'24:32.833',0.180
'24:32.836',0.170
'24:32.839',0.160
'24:32.842',0.160
'24:32.844',0.155
'24:32.847',0.150
'24:32.850',0.160
'24:32.853',0.165
'24:32.856',0.170
'24:32.858',0.175
'24:32.861',0.165
'24:32.864',0.160
'24:32.867',0.145
'24:32.869',0.140
'24:32.872',0.135
'24:32.875',0.135
'24:32.878',0.140
'24:32.881',0.145
'24:32.883',0.140
'24:32.886',0.140
'24:32.889',0.145
'24:32.892',0.145
'24:32.894',0.150
'24:32.897',0.145
'24:32.900',0.125
'24:32.903',0.110
'24:32.906',0.110
'24:32.908',0.105
'24:32.911',0.095
'24:32.914',0.095
'24:32.917',0.100
'24:32.919',0.110
'24:32.922',0.100
'24:32.925',0.105
'24:32.928',0.095
'24:32.931',0.075
'24:32.933',0.065
'24:32.936',0.045
'24:32.939',0.040
'24:32.942',0.030
'24:32.944',0.030
'24:32.947',0.040
'24:32.950',0.045
'24:32.953',0.030
'24:32.956',0.040
'24:32.958',0.035
'24:32.961',0.035
'24:32.964',0.025
'24:32.967',0.025
'24:32.969',0.020
'24:32.972',0.020
'24:32.975',0.015
'24:32.978',0.005
'24:32.981',0.005
'24:32.983',0.020
'24:32.986',0.030
'24:32.989',0.035
'24:32.992',0.050
'24:32.994',0.050
'24:32.997',0.055
'24:33.000',0.060
'24:33.003',0.060
'24:33.006',0.055
'24:33.008',0.060
'24:33.011',0.075
'24:33.014',0.075
'24:33.017',0.110
'24:33.019',0.115
'24:33.022',0.135
'24:33.025',0.135
'24:33.028',0.155
'24:33.031',0.165
'24:33.033',0.170
'24:33.036',0.175
'24:33.039',0.170
'24:33.042',0.190
'24:33.044',0.195
'24:33.047',0.215
'24:33.050',0.215
'24:33.053',0.235
'24:33.056',0.255
'24:33.058',0.250
'24:33.061',0.270
'24:33.064',0.275
'24:33.067',0.260
'24:33.069',0.260
'24:33.072',0.260
'24:33.075',0.255
'24:33.078',0.255
'24:33.081',0.280
'24:33.083',0.275
'24:33.086',0.305
'24:33.089',0.305
'24:33.092',0.310
'24:33.094',0.305
'24:33.097',0.320
'24:33.100',0.315
'24:33.103',0.310
'24:33.106',0.305
'24:33.108',0.305
'24:33.111',0.290
'24:33.114',0.295
'24:33.117',0.315
'24:33.119',0.320
'24:33.122',0.315
'24:33.125',0.320
'24:33.128',0.325
'24:33.131',0.325
'24:33.133',0.320
'24:33.136',0.315
'24:33.139',0.315
'24:33.142',0.290
'24:33.144',0.295
'24:33.147',0.295
'24:33.150',0.300
'24:33.153',0.310
'24:33.156',0.310
'24:33.158',0.325
'24:33.161',0.305
'24:33.164',0.310
'24:33.167',0.295
'24:33.169',0.285
'24:33.172',0.300
'24:33.175',0.300
'24:33.178',0.295
'24:33.181',0.285
'24:33.183',0.295
'24:33.186',0.300
'24:33.189',0.300
'24:33.192',0.310
'24:33.194',0.315
'24:33.197',0.305
'24:33.200',0.300
'24:33.203',0.290
'24:33.206',0.290
'24:33.208',0.285
'24:33.211',0.295
'24:33.214',0.290
'24:33.217',0.305
'24:33.219',0.305
'24:33.222',0.310
'24:33.225',0.320
'24:33.228',0.300
'24:33.231',0.305
'24:33.233',0.300
'24:33.236',0.295
'24:33.239',0.290
'24:33.242',0.285
'24:33.244',0.290
'24:33.247',0.280
'24:33.250',0.290
'24:33.253',0.295
'24:33.256',0.300
'24:33.258',0.305
'24:33.261',0.305
'24:33.264',0.300
'24:33.267',0.295
'24:33.269',0.290
'24:33.272',0.295
'24:33.275',0.280
'24:33.278',0.285
'24:33.281',0.285
'24:33.283',0.295
'24:33.286',0.300
'24:33.289',0.310
'24:33.292',0.315
'24:33.294',0.300
'24:33.297',0.305
'24:33.300',0.290
'24:33.303',0.295
'24:33.306',0.280
'24:33.308',0.275
'24:33.311',0.285
'24:33.314',0.290
'24:33.317',0.295
'24:33.319',0.300
'24:33.322',0.305
'24:33.325',0.305
'24:33.328',0.300
'24:33.331',0.300
'24:33.333',0.300
'24:33.336',0.295
'24:33.339',0.300
'24:33.342',0.300
'24:33.344',0.295
'24:33.347',0.305
'24:33.350',0.315
'24:33.353',0.350
'24:33.356',0.360
'24:33.358',0.370
'24:33.361',0.365
'24:33.364',0.375
'24:33.367',0.355
'24:33.369',0.335
'24:33.372',0.325
'24:33.375',0.310
'24:33.378',0.300
'24:33.381',0.290
'24:33.383',0.300
'24:33.386',0.310
'24:33.389',0.305
'24:33.392',0.305
'24:33.394',0.305
'24:33.397',0.295
'24:33.400',0.275
'24:33.403',0.275
'24:33.406',0.260
'24:33.408',0.250
'24:33.411',0.260
'24:33.414',0.255
'24:33.417',0.265
'24:33.419',0.280
'24:33.422',0.295
'24:33.425',0.300
'24:33.428',0.290
'24:33.431',0.280
'24:33.433',0.270
'24:33.436',0.265
'24:33.439',0.260
'24:33.442',0.255
'24:33.444',0.260
'24:33.447',0.250
'24:33.450',0.250
'24:33.453',0.265
'24:33.456',0.275
'24:33.458',0.270
'24:33.461',0.265
'24:33.464',0.260
'24:33.467',0.260
'24:33.469',0.250
'24:33.472',0.260
'24:33.475',0.245
'24:33.478',0.250
'24:33.481',0.245
'24:33.483',0.255
'24:33.486',0.265
'24:33.489',0.270
'24:33.492',0.265
'24:33.494',0.265
'24:33.497',0.275
'24:33.500',0.260
'24:33.503',0.260
'24:33.506',0.265
'24:33.508',0.265
'24:33.511',0.290
'24:33.514',0.320
'24:33.517',0.365
'24:33.519',0.395
'24:33.522',0.420
'24:33.525',0.415
'24:33.528',0.390
'24:33.531',0.340
'24:33.533',0.255
'24:33.536',0.180
'24:33.539',0.100
'24:33.542',0.055
'24:33.544',0.065
'24:33.547',0.080
'24:33.550',0.110
'24:33.553',0.140
'24:33.556',0.165
'24:33.558',0.210
'24:33.561',0.305
'24:33.564',0.445
'24:33.567',0.630
'24:33.569',0.790
'24:33.572',0.920
'24:33.575',1.030
'24:33.578',1.095
'24:33.581',1.145
'24:33.583',1.165
'24:33.586',1.200
'24:33.589',1.220
'24:33.592',1.190
'24:33.594',1.140
'24:33.597',1.065
'24:33.600',0.975
'24:33.603',0.880
'24:33.606',0.780
'24:33.608',0.665
'24:33.611',0.570
'24:33.614',0.480
'24:33.617',0.410
'24:33.619',0.375
'24:33.622',0.335
'24:33.625',0.320
'24:33.628',0.305
'24:33.631',0.300
'24:33.633',0.285
'24:33.636',0.265
'24:33.639',0.250
'24:33.642',0.245
'24:33.644',0.235
'24:33.647',0.235
'24:33.650',0.235
'24:33.653',0.235
'24:33.656',0.240
'24:33.658',0.235
'24:33.661',0.240
'24:33.664',0.240
'24:33.667',0.215
'24:33.669',0.210
'24:33.672',0.205
'24:33.675',0.200
'24:33.678',0.200
'24:33.681',0.205
'24:33.683',0.210
'24:33.686',0.220
'24:33.689',0.220
'24:33.692',0.225
'24:33.694',0.225
'24:33.697',0.225
'24:33.700',0.195
'24:33.703',0.215
'24:33.706',0.195
'24:33.708',0.200
'24:33.711',0.200
'24:33.714',0.195
'24:33.717',0.205
'24:33.719',0.215
'24:33.722',0.220
'24:33.725',0.225
'24:33.728',0.200
'24:33.731',0.210
'24:33.733',0.205
'24:33.736',0.195
'24:33.739',0.190
'24:33.742',0.175
'24:33.744',0.180
'24:33.747',0.185
'24:33.750',0.190
'24:33.753',0.185
'24:33.756',0.190
'24:33.758',0.195
'24:33.761',0.190
'24:33.764',0.200
'24:33.767',0.185
'24:33.769',0.160
'24:33.772',0.155
'24:33.775',0.155
'24:33.778',0.150
'24:33.781',0.150
'24:33.783',0.165
'24:33.786',0.170
'24:33.789',0.160
'24:33.792',0.170
'24:33.794',0.155
'24:33.797',0.155
'24:33.800',0.155
'24:33.803',0.150
'24:33.806',0.135
'24:33.808',0.130
'24:33.811',0.115
'24:33.814',0.120
'24:33.817',0.125
'24:33.819',0.125
'24:33.822',0.125
'24:33.825',0.120
'24:33.828',0.125
'24:33.831',0.120
'24:33.833',0.115
'24:33.836',0.095
'24:33.839',0.075
'24:33.842',0.080
'24:33.844',0.075
'24:33.847',0.065
'24:33.850',0.075
'24:33.853',0.070
'24:33.856',0.075
'24:33.858',0.075
'24:33.861',0.070
'24:33.864',0.075
'24:33.867',0.060
'24:33.869',0.060
'24:33.872',0.045
'24:33.875',0.050
'24:33.878',0.040
'24:33.881',0.055
'24:33.883',0.050
'24:33.886',0.045
'24:33.889',0.060
'24:33.892',0.060
'24:33.894',0.055
'24:33.897',0.045
'24:33.900',0.040
'24:33.903',0.030
'24:33.906',0.045
'24:33.908',0.050
'24:33.911',0.050
'24:33.914',0.060
'24:33.917',0.065
'24:33.919',0.075
'24:33.922',0.080
'24:33.925',0.095
'24:33.928',0.095
'24:33.931',0.115
'24:33.933',0.105
'24:33.936',0.120
'24:33.939',0.110
'24:33.942',0.105
'24:33.944',0.125
'24:33.947',0.130
'24:33.950',0.140
'24:33.953',0.160
'24:33.956',0.175
'24:33.958',0.195
'24:33.961',0.185
'24:33.964',0.190
'24:33.967',0.205
'24:33.969',0.205
'24:33.972',0.210
'24:33.975',0.215
'24:33.978',0.225
'24:33.981',0.225
'24:33.983',0.245
'24:33.986',0.250
'24:33.989',0.270
'24:33.992',0.275
'24:33.994',0.290
'24:33.997',0.285
'24:34.000',0.280
'24:34.003',0.285
'24:34.006',0.275
'24:34.008',0.270
'24:34.011',0.275
'24:34.014',0.285
'24:34.017',0.285
'24:34.019',0.300
'24:34.022',0.300
'24:34.025',0.300
'24:34.028',0.305
'24:34.031',0.305
'24:34.033',0.295
'24:34.036',0.285
'24:34.039',0.275
'24:34.042',0.285
'24:34.044',0.285
'24:34.047',0.290
'24:34.050',0.290
'24:34.053',0.305
'24:34.056',0.310
'24:34.058',0.305
'24:34.061',0.295
'24:34.064',0.300
'24:34.067',0.300
'24:34.069',0.275
'24:34.072',0.275
'24:34.075',0.255
'24:34.078',0.275
'24:34.081',0.275
'24:34.083',0.275
'24:34.086',0.285
'24:34.089',0.285
'24:34.092',0.280
'24:34.094',0.295
'24:34.097',0.290
'24:34.100',0.270
'24:34.103',0.270
'24:34.106',0.270
'24:34.108',0.270
'24:34.111',0.270
'24:34.114',0.275
'24:34.117',0.280
'24:34.119',0.290
'24:34.122',0.290
'24:34.125',0.295
'24:34.128',0.300
'24:34.131',0.285
'24:34.133',0.280
'24:34.136',0.280
'24:34.139',0.275
'24:34.142',0.265
'24:34.144',0.265
'24:34.147',0.270
'24:34.150',0.265
'24:34.153',0.280
'24:34.156',0.280
'24:34.158',0.295
'24:34.161',0.295
'24:34.164',0.300
'24:34.167',0.290
'24:34.169',0.285
'24:34.172',0.275
'24:34.175',0.270
'24:34.178',0.270
'24:34.181',0.270
'24:34.183',0.285
'24:34.186',0.290
'24:34.189',0.285
'24:34.192',0.300
'24:34.194',0.300
'24:34.197',0.280
'24:34.200',0.285
'24:34.203',0.285
'24:34.206',0.275
'24:34.208',0.260
'24:34.211',0.265
'24:34.214',0.275
'24:34.217',0.260
'24:34.219',0.275
'24:34.222',0.295
'24:34.225',0.290
'24:34.228',0.285
'24:34.231',0.300
'24:34.233',0.280
'24:34.236',0.270
'24:34.239',0.270
'24:34.242',0.275
'24:34.244',0.275
'24:34.247',0.280
'24:34.250',0.290
'24:34.253',0.285
'24:34.256',0.295
'24:34.258',0.295
'24:34.261',0.305
'24:34.264',0.290
'24:34.267',0.280
'24:34.269',0.280
'24:34.272',0.280
'24:34.275',0.275
'24:34.278',0.275
'24:34.281',0.280
'24:34.283',0.280
'24:34.286',0.300
'24:34.289',0.290
'24:34.292',0.300
'24:34.294',0.310
'24:34.297',0.310
'24:34.300',0.325
'24:34.303',0.320
'24:34.306',0.325
'24:34.308',0.330
'24:34.311',0.345
'24:34.314',0.350
'24:34.317',0.360
'24:34.319',0.360
'24:34.322',0.365
'24:34.325',0.350
'24:34.328',0.335
'24:34.331',0.325
'24:34.333',0.305
'24:34.336',0.295
'24:34.339',0.295
'24:34.342',0.290
'24:34.344',0.275
'24:34.347',0.275
'24:34.350',0.265
'24:34.353',0.285
'24:34.356',0.290
'24:34.358',0.285
'24:34.361',0.275
'24:34.364',0.265
'24:34.367',0.260
'24:34.369',0.255
'24:34.372',0.255
'24:34.375',0.260
'24:34.378',0.265
'24:34.381',0.270
'24:34.383',0.275
'24:34.386',0.275
'24:34.389',0.275
'24:34.392',0.270
'24:34.394',0.270
'24:34.397',0.275
'24:34.400',0.255
'24:34.403',0.255
'24:34.406',0.245
'24:34.408',0.240
'24:34.411',0.235
'24:34.414',0.245
'24:34.417',0.240
'24:34.419',0.255
'24:34.422',0.270
'24:34.425',0.260
'24:34.428',0.265
'24:34.431',0.270
'24:34.433',0.260
'24:34.436',0.260
'24:34.439',0.250
'24:34.442',0.250
'24:34.444',0.255
'24:34.447',0.250
'24:34.450',0.265
'24:34.453',0.280
'24:34.456',0.275
'24:34.458',0.285
'24:34.461',0.285
'24:34.464',0.280
'24:34.467',0.280
'24:34.469',0.285
'24:34.472',0.280
'24:34.475',0.295
'24:34.478',0.335
'24:34.481',0.375
'24:34.483',0.410
'24:34.486',0.415
'24:34.489',0.415
'24:34.492',0.375
'24:34.494',0.335
'24:34.497',0.275
'24:34.500',0.205
'24:34.503',0.140
'24:34.506',0.090
'24:34.508',0.075
'24:34.511',0.075
'24:34.514',0.090
'24:34.517',0.115
'24:34.519',0.135
'24:34.522',0.140
'24:34.525',0.195
'24:34.528',0.270
'24:34.531',0.415
'24:34.533',0.585
'24:34.536',0.755
'24:34.539',0.895
'24:34.542',0.995
'24:34.544',1.075
'24:34.547',1.115
'24:34.550',1.140
'24:34.553',1.185
'24:34.556',1.205
'24:34.558',1.205
'24:34.561',1.170
'24:34.564',1.125
'24:34.567',1.060
'24:34.569',0.980
'24:34.572',0.880
'24:34.575',0.770
'24:34.578',0.660
'24:34.581',0.565
'24:34.583',0.470
'24:34.586',0.430
'24:34.589',0.380
'24:34.592',0.360
'24:34.594',0.345
'24:34.597',0.330
'24:34.600',0.320
'24:34.603',0.310
'24:34.606',0.285
'24:34.608',0.265
'24:34.611',0.270
'24:34.614',0.265
'24:34.617',0.270
'24:34.619',0.265
'24:34.622',0.280
'24:34.625',0.265
'24:34.628',0.265
'24:34.631',0.280
'24:34.633',0.255
'24:34.636',0.255
'24:34.639',0.250
'24:34.642',0.230
'24:34.644',0.240
'24:34.647',0.245
'24:34.650',0.240
'24:34.653',0.250
'24:34.656',0.260
'24:34.658',0.255
'24:34.661',0.260
'24:34.664',0.260
'24:34.667',0.255
'24:34.669',0.250
'24:34.672',0.245
'24:34.675',0.225
'24:34.678',0.230
'24:34.681',0.235
'24:34.683',0.240
'24:34.686',0.240
'24:34.689',0.250
'24:34.692',0.250
'24:34.694',0.265
'24:34.697',0.250
'24:34.700',0.245
'24:34.703',0.240
'24:34.706',0.235
'24:34.708',0.230
'24:34.711',0.230
'24:34.714',0.230
'24:34.717',0.230
'24:34.719',0.235
'24:34.722',0.240
'24:34.725',0.245
'24:34.728',0.240
'24:34.731',0.240
'24:34.733',0.225
'24:34.736',0.225
'24:34.739',0.205
'24:34.742',0.215
'24:34.744',0.210
'24:34.747',0.200
'24:34.750',0.200
'24:34.753',0.210
'24:34.756',0.230
'24:34.758',0.225
'24:34.761',0.215
'24:34.764',0.215
'24:34.767',0.210
'24:34.769',0.195
'24:34.772',0.190
'24:34.775',0.185
'24:34.778',0.180
'24:34.781',0.180
'24:34.783',0.185
'24:34.786',0.195
'24:34.789',0.195
'24:34.792',0.175
'24:34.794',0.175
'24:34.797',0.170
'24:34.800',0.165
'24:34.803',0.155
'24:34.806',0.140
'24:34.808',0.130
'24:34.811',0.125
'24:34.814',0.120
'24:34.817',0.115
'24:34.819',0.120
'24:34.822',0.125
'24:34.825',0.130
'24:34.828',0.115
'24:34.831',0.115
'24:34.833',0.100
'24:34.836',0.095
'24:34.839',0.095
'24:34.842',0.075
'24:34.844',0.085
'24:34.847',0.080
'24:34.850',0.095
'24:34.853',0.085
'24:34.856',0.100
'24:34.858',0.110
'24:34.861',0.095
'24:34.864',0.095
'24:34.867',0.100
'24:34.869',0.085
'24:34.872',0.075
'24:34.875',0.075
'24:34.878',0.065
'24:34.881',0.075
'24:34.883',0.070
'24:34.886',0.100
'24:34.889',0.095
'24:34.892',0.110
'24:34.894',0.115
'24:34.897',0.105
'24:34.900',0.105
'24:34.903',0.115
'24:34.906',0.130
'24:34.908',0.120
'24:34.911',0.120
'24:34.914',0.135
'24:34.917',0.140
'24:34.919',0.160
'24:34.922',0.185
'24:34.925',0.200
'24:34.928',0.205
'24:34.931',0.215
'24:34.933',0.220
'24:34.936',0.225
'24:34.939',0.235
'24:34.942',0.240
'24:34.944',0.240
'24:34.947',0.250
'24:34.950',0.265
'24:34.953',0.280
'24:34.956',0.300
'24:34.958',0.315
'24:34.961',0.310
'24:34.964',0.325
'24:34.967',0.320
'24:34.969',0.315
'24:34.972',0.315
'24:34.975',0.310
'24:34.978',0.320
'24:34.981',0.320
'24:34.983',0.330
'24:34.986',0.345
'24:34.989',0.350
'24:34.992',0.355
'24:34.994',0.360
'24:34.997',0.355
'24:35.000',0.350
'24:35.003',0.340
'24:35.006',0.335
'24:35.008',0.340
'24:35.011',0.330
'24:35.014',0.335
'24:35.017',0.340
'24:35.019',0.345
'24:35.022',0.365
'24:35.025',0.350
'24:35.028',0.360
'24:35.031',0.365
'24:35.033',0.370
'24:35.036',0.350
'24:35.039',0.345
'24:35.042',0.325
'24:35.044',0.325
'24:35.047',0.330
'24:35.050',0.335
'24:35.053',0.350
'24:35.056',0.345
'24:35.058',0.355
'24:35.061',0.360
'24:35.064',0.360
'24:35.067',0.355
'24:35.069',0.335
'24:35.072',0.330
'24:35.075',0.320
'24:35.078',0.325
'24:35.081',0.330
'24:35.083',0.325
'24:35.086',0.340
'24:35.089',0.345
'24:35.092',0.345
'24:35.094',0.345
'24:35.097',0.355
'24:35.100',0.345
'24:35.103',0.345
'24:35.106',0.330
'24:35.108',0.320
'24:35.111',0.325
'24:35.114',0.340
'24:35.117',0.335
'24:35.119',0.345
'24:35.122',0.340
'24:35.125',0.355
'24:35.128',0.345
'24:35.131',0.350
'24:35.133',0.345
'24:35.136',0.325
'24:35.139',0.325
'24:35.142',0.320
'24:35.144',0.325
'24:35.147',0.325
'24:35.150',0.345
'24:35.153',0.350
'24:35.156',0.355
'24:35.158',0.355
'24:35.161',0.340
'24:35.164',0.345
'24:35.167',0.350
'24:35.169',0.325
'24:35.172',0.335
'24:35.175',0.330
'24:35.178',0.335
'24:35.181',0.330
'24:35.183',0.335
'24:35.186',0.340
'24:35.189',0.350
'24:35.192',0.355
'24:35.194',0.355
'24:35.197',0.355
'24:35.200',0.345
'24:35.203',0.330
'24:35.206',0.335
'24:35.208',0.325
'24:35.211',0.330
'24:35.214',0.335
'24:35.217',0.335
'24:35.219',0.345
'24:35.222',0.360
'24:35.225',0.350
'24:35.228',0.345
'24:35.231',0.345
'24:35.233',0.335
'24:35.236',0.335
'24:35.239',0.335
'24:35.242',0.330
'24:35.244',0.345
'24:35.247',0.350
'24:35.250',0.370
'24:35.253',0.375
'24:35.256',0.405
'24:35.258',0.410
'24:35.261',0.425
'24:35.264',0.440
'24:35.267',0.440
'24:35.269',0.430
'24:35.272',0.420
'24:35.275',0.400
'24:35.278',0.390
'24:35.281',0.385
'24:35.283',0.390
'24:35.286',0.395
'24:35.289',0.395
'24:35.292',0.395
'24:35.294',0.385
'24:35.297',0.395
'24:35.300',0.380
'24:35.303',0.370
'24:35.306',0.355
'24:35.308',0.345
'24:35.311',0.340
'24:35.314',0.330
'24:35.317',0.340
'24:35.319',0.330
'24:35.322',0.340
'24:35.325',0.355
'24:35.328',0.355
'24:35.331',0.365
'24:35.333',0.370
'24:35.336',0.360
'24:35.339',0.350
'24:35.342',0.345
'24:35.344',0.335
'24:35.347',0.340
'24:35.350',0.340
'24:35.353',0.345
'24:35.356',0.345
'24:35.358',0.350
'24:35.361',0.360
'24:35.364',0.350
'24:35.367',0.335
'24:35.369',0.350
'24:35.372',0.340
'24:35.375',0.335
'24:35.378',0.340
'24:35.381',0.340
'24:35.383',0.345
'24:35.386',0.355
'24:35.389',0.360
'24:35.392',0.370
'24:35.394',0.360
'24:35.397',0.355
'24:35.400',0.355
'24:35.403',0.350
'24:35.406',0.355
'24:35.408',0.365
'24:35.411',0.350
'24:35.414',0.355
'24:35.417',0.365
'24:35.419',0.375
'24:35.422',0.390
'24:35.425',0.410
'24:35.428',0.440
'24:35.431',0.450
'24:35.433',0.475
'24:35.436',0.495
'24:35.439',0.495
'24:35.442',0.470
'24:35.444',0.430
'24:35.447',0.375
'24:35.450',0.310
'24:35.453',0.250
'24:35.456',0.195
'24:35.458',0.175
'24:35.461',0.180
'24:35.464',0.215
'24:35.467',0.270
'24:35.469',0.300
'24:35.472',0.325
'24:35.475',0.335
'24:35.478',0.365
'24:35.481',0.450
'24:35.483',0.585
'24:35.486',0.755
'24:35.489',0.910
'24:35.492',1.040
'24:35.494',1.125
'24:35.497',1.185
'24:35.500',1.220
'24:35.503',1.255
