'Elapsed time','V1'
'18:28.156',0.135
'18:28.158',0.155
'18:28.161',0.160
'18:28.164',0.150
'18:28.167',0.130
'18:28.169',0.130
'18:28.172',0.130
'18:28.175',0.130
'18:28.178',0.135
'18:28.181',0.115
'18:28.183',0.095
'18:28.186',0.110
'18:28.189',0.130
'18:28.192',0.145
'18:28.194',0.140
'18:28.197',0.125
'18:28.200',0.110
'18:28.203',0.100
'18:28.206',0.105
'18:28.208',0.120
'18:28.211',0.120
'18:28.214',0.125
'18:28.217',0.115
'18:28.219',0.095
'18:28.222',0.100
'18:28.225',0.110
'18:28.228',0.120
'18:28.231',0.120
'18:28.233',0.110
'18:28.236',0.110
'18:28.239',0.125
'18:28.242',0.135
'18:28.244',0.130
'18:28.247',0.125
'18:28.250',0.095
'18:28.253',0.080
'18:28.256',0.070
'18:28.258',0.060
'18:28.261',0.035
'18:28.264',0.020
'18:28.267',0.000
'18:28.269',0.010
'18:28.272',0.020
'18:28.275',0.060
'18:28.278',0.065
'18:28.281',0.065
'18:28.283',0.045
'18:28.286',0.045
'18:28.289',0.050
'18:28.292',0.045
'18:28.294',0.045
'18:28.297',0.045
'18:28.300',0.035
'18:28.303',0.065
'18:28.306',0.070
'18:28.308',0.080
'18:28.311',0.095
'18:28.314',0.085
'18:28.317',0.085
'18:28.319',0.075
'18:28.322',0.095
'18:28.325',0.100
'18:28.328',0.100
'18:28.331',0.100
'18:28.333',0.095
'18:28.336',0.095
'18:28.339',0.100
'18:28.342',0.110
'18:28.344',0.105
'18:28.347',0.100
'18:28.350',0.095
'18:28.353',0.100
'18:28.356',0.105
'18:28.358',0.095
'18:28.361',0.080
'18:28.364',0.085
'18:28.367',0.065
'18:28.369',0.070
'18:28.372',0.080
'18:28.375',0.090
'18:28.378',0.085
'18:28.381',0.075
'18:28.383',0.050
'18:28.386',0.035
'18:28.389',0.045
'18:28.392',0.050
'18:28.394',0.040
'18:28.397',-0.005
'18:28.400',-0.100
'18:28.403',-0.190
'18:28.406',-0.265
'18:28.408',-0.285
'18:28.411',-0.305
'18:28.414',-0.310
'18:28.417',-0.320
'18:28.419',-0.310
'18:28.422',-0.255
'18:28.425',-0.125
'18:28.428',-0.015
'18:28.431',0.050
'18:28.433',0.080
'18:28.436',0.080
'18:28.439',0.075
'18:28.442',0.060
'18:28.444',0.050
'18:28.447',0.050
'18:28.450',0.050
'18:28.453',0.075
'18:28.456',0.085
'18:28.458',0.110
'18:28.461',0.120
'18:28.464',0.110
'18:28.467',0.105
'18:28.469',0.095
'18:28.472',0.105
'18:28.475',0.110
'18:28.478',0.110
'18:28.481',0.095
'18:28.483',0.075
'18:28.486',0.085
'18:28.489',0.100
'18:28.492',0.115
'18:28.494',0.100
'18:28.497',0.080
'18:28.500',0.065
'18:28.503',0.060
'18:28.506',0.075
'18:28.508',0.085
'18:28.511',0.090
'18:28.514',0.080
'18:28.517',0.065
'18:28.519',0.060
'18:28.522',0.060
'18:28.525',0.085
'18:28.528',0.090
'18:28.531',0.075
'18:28.533',0.065
'18:28.536',0.055
'18:28.539',0.075
'18:28.542',0.085
'18:28.544',0.095
'18:28.547',0.090
'18:28.550',0.065
'18:28.553',0.050
'18:28.556',0.050
'18:28.558',0.050
'18:28.561',0.060
'18:28.564',0.045
'18:28.567',0.035
'18:28.569',0.035
'18:28.572',0.025
'18:28.575',0.030
'18:28.578',0.020
'18:28.581',0.015
'18:28.583',-0.015
'18:28.586',-0.025
'18:28.589',-0.025
'18:28.592',0.000
'18:28.594',-0.025
'18:28.597',-0.025
'18:28.600',-0.055
'18:28.603',-0.060
'18:28.606',-0.070
'18:28.608',-0.050
'18:28.611',-0.060
'18:28.614',-0.080
'18:28.617',-0.110
'18:28.619',-0.110
'18:28.622',-0.130
'18:28.625',-0.130
'18:28.628',-0.145
'18:28.631',-0.160
'18:28.633',-0.200
'18:28.636',-0.215
'18:28.639',-0.230
'18:28.642',-0.205
'18:28.644',-0.205
'18:28.647',-0.245
'18:28.650',-0.255
'18:28.653',-0.275
'18:28.656',-0.260
'18:28.658',-0.250
'18:28.661',-0.265
'18:28.664',-0.270
'18:28.667',-0.280
'18:28.669',-0.290
'18:28.672',-0.280
'18:28.675',-0.260
'18:28.678',-0.270
'18:28.681',-0.275
'18:28.683',-0.275
'18:28.686',-0.265
'18:28.689',-0.225
'18:28.692',-0.195
'18:28.694',-0.170
'18:28.697',-0.160
'18:28.700',-0.160
'18:28.703',-0.160
'18:28.706',-0.140
'18:28.708',-0.100
'18:28.711',-0.070
'18:28.714',-0.060
'18:28.717',-0.045
'18:28.719',-0.010
'18:28.722',0.015
'18:28.725',0.050
'18:28.728',0.060
'18:28.731',0.060
'18:28.733',0.075
'18:28.736',0.070
'18:28.739',0.085
'18:28.742',0.115
'18:28.744',0.135
'18:28.747',0.130
'18:28.750',0.110
'18:28.753',0.095
'18:28.756',0.095
'18:28.758',0.120
'18:28.761',0.135
'18:28.764',0.135
'18:28.767',0.145
'18:28.769',0.130
'18:28.772',0.135
'18:28.775',0.145
'18:28.778',0.140
'18:28.781',0.120
'18:28.783',0.130
'18:28.786',0.125
'18:28.789',0.135
'18:28.792',0.135
'18:28.794',0.145
'18:28.797',0.135
'18:28.800',0.110
'18:28.803',0.110
'18:28.806',0.125
'18:28.808',0.150
'18:28.811',0.145
'18:28.814',0.125
'18:28.817',0.120
'18:28.819',0.120
'18:28.822',0.130
'18:28.825',0.140
'18:28.828',0.145
'18:28.831',0.145
'18:28.833',0.130
'18:28.836',0.115
'18:28.839',0.120
'18:28.842',0.125
'18:28.844',0.125
'18:28.847',0.110
'18:28.850',0.100
'18:28.853',0.075
'18:28.856',0.100
'18:28.858',0.105
'18:28.861',0.100
'18:28.864',0.100
'18:28.867',0.090
'18:28.869',0.080
'18:28.872',0.095
'18:28.875',0.105
'18:28.878',0.115
'18:28.881',0.110
'18:28.883',0.095
'18:28.886',0.095
'18:28.889',0.100
'18:28.892',0.115
'18:28.894',0.115
'18:28.897',0.105
'18:28.900',0.080
'18:28.903',0.080
'18:28.906',0.085
'18:28.908',0.110
'18:28.911',0.105
'18:28.914',0.085
'18:28.917',0.075
'18:28.919',0.065
'18:28.922',0.065
'18:28.925',0.080
'18:28.928',0.075
'18:28.931',0.045
'18:28.933',0.025
'18:28.936',0.020
'18:28.939',0.030
'18:28.942',0.055
'18:28.944',0.040
'18:28.947',0.040
'18:28.950',0.030
'18:28.953',0.015
'18:28.956',0.010
'18:28.958',0.020
'18:28.961',0.035
'18:28.964',0.040
'18:28.967',0.050
'18:28.969',0.040
'18:28.972',0.055
'18:28.975',0.075
'18:28.978',0.060
'18:28.981',0.050
'18:28.983',0.035
'18:28.986',0.030
'18:28.989',0.040
'18:28.992',0.070
'18:28.994',0.065
'18:28.997',0.055
'18:29.000',0.045
'18:29.003',0.035
'18:29.006',0.040
'18:29.008',0.050
'18:29.011',0.065
'18:29.014',0.060
'18:29.017',0.045
'18:29.019',0.040
'18:29.022',0.050
'18:29.025',0.070
'18:29.028',0.060
'18:29.031',0.060
'18:29.033',0.040
'18:29.036',0.030
'18:29.039',0.035
'18:29.042',0.035
'18:29.044',0.045
'18:29.047',0.025
'18:29.050',0.005
'18:29.053',0.005
'18:29.056',-0.005
'18:29.058',-0.030
'18:29.061',-0.095
'18:29.064',-0.185
'18:29.067',-0.285
'18:29.069',-0.330
'18:29.072',-0.345
'18:29.075',-0.330
'18:29.078',-0.325
'18:29.081',-0.310
'18:29.083',-0.295
'18:29.086',-0.220
'18:29.089',-0.080
'18:29.092',0.050
'18:29.094',0.130
'18:29.097',0.125
'18:29.100',0.065
'18:29.103',0.035
'18:29.106',0.015
'18:29.108',0.015
'18:29.111',0.030
'18:29.114',0.025
'18:29.117',0.030
'18:29.119',0.035
'18:29.122',0.035
'18:29.125',0.055
'18:29.128',0.065
'18:29.131',0.060
'18:29.133',0.050
'18:29.136',0.050
'18:29.139',0.045
'18:29.142',0.050
'18:29.144',0.065
'18:29.147',0.060
'18:29.150',0.045
'18:29.153',0.055
'18:29.156',0.050
'18:29.158',0.075
'18:29.161',0.075
'18:29.164',0.060
'18:29.167',0.040
'18:29.169',0.040
'18:29.172',0.035
'18:29.175',0.045
'18:29.178',0.045
'18:29.181',0.040
'18:29.183',0.020
'18:29.186',0.010
'18:29.189',0.010
'18:29.192',0.025
'18:29.194',0.030
'18:29.197',0.015
'18:29.200',0.000
'18:29.203',-0.010
'18:29.206',0.005
'18:29.208',0.030
'18:29.211',0.020
'18:29.214',0.020
'18:29.217',0.005
'18:29.219',-0.005
'18:29.222',-0.015
'18:29.225',-0.025
'18:29.228',-0.015
'18:29.231',-0.025
'18:29.233',-0.035
'18:29.236',-0.050
'18:29.239',-0.040
'18:29.242',-0.045
'18:29.244',-0.050
'18:29.247',-0.065
'18:29.250',-0.080
'18:29.253',-0.090
'18:29.256',-0.095
'18:29.258',-0.090
'18:29.261',-0.095
'18:29.264',-0.105
'18:29.267',-0.125
'18:29.269',-0.145
'18:29.272',-0.145
'18:29.275',-0.150
'18:29.278',-0.165
'18:29.281',-0.165
'18:29.283',-0.210
'18:29.286',-0.215
'18:29.289',-0.210
'18:29.292',-0.215
'18:29.294',-0.215
'18:29.297',-0.235
'18:29.300',-0.265
'18:29.303',-0.270
'18:29.306',-0.270
'18:29.308',-0.270
'18:29.311',-0.265
'18:29.314',-0.275
'18:29.317',-0.290
'18:29.319',-0.295
'18:29.322',-0.285
'18:29.325',-0.285
'18:29.328',-0.270
'18:29.331',-0.270
'18:29.333',-0.285
'18:29.336',-0.270
'18:29.339',-0.260
'18:29.342',-0.215
'18:29.344',-0.200
'18:29.347',-0.180
'18:29.350',-0.175
'18:29.353',-0.145
'18:29.356',-0.130
'18:29.358',-0.095
'18:29.361',-0.065
'18:29.364',-0.050
'18:29.367',-0.030
'18:29.369',-0.025
'18:29.372',0.000
'18:29.375',0.030
'18:29.378',0.050
'18:29.381',0.045
'18:29.383',0.045
'18:29.386',0.050
'18:29.389',0.075
'18:29.392',0.090
'18:29.394',0.080
'18:29.397',0.070
'18:29.400',0.070
'18:29.403',0.065
'18:29.406',0.090
'18:29.408',0.110
'18:29.411',0.120
'18:29.414',0.105
'18:29.417',0.090
'18:29.419',0.085
'18:29.422',0.090
'18:29.425',0.095
'18:29.428',0.115
'18:29.431',0.110
'18:29.433',0.110
'18:29.436',0.115
'18:29.439',0.120
'18:29.442',0.120
'18:29.444',0.125
'18:29.447',0.110
'18:29.450',0.090
'18:29.453',0.095
'18:29.456',0.100
'18:29.458',0.120
'18:29.461',0.115
'18:29.464',0.105
'18:29.467',0.095
'18:29.469',0.085
'18:29.472',0.090
'18:29.475',0.090
'18:29.478',0.095
'18:29.481',0.090
'18:29.483',0.065
'18:29.486',0.060
'18:29.489',0.080
'18:29.492',0.095
'18:29.494',0.080
'18:29.497',0.080
'18:29.500',0.075
'18:29.503',0.075
'18:29.506',0.080
'18:29.508',0.075
'18:29.511',0.085
'18:29.514',0.075
'18:29.517',0.065
'18:29.519',0.070
'18:29.522',0.075
'18:29.525',0.075
'18:29.528',0.085
'18:29.531',0.075
'18:29.533',0.065
'18:29.536',0.055
'18:29.539',0.070
'18:29.542',0.080
'18:29.544',0.080
'18:29.547',0.055
'18:29.550',0.045
'18:29.553',0.025
'18:29.556',0.035
'18:29.558',0.045
'18:29.561',0.050
'18:29.564',0.055
'18:29.567',0.060
'18:29.569',0.065
'18:29.572',0.060
'18:29.575',0.075
'18:29.578',0.075
'18:29.581',0.060
'18:29.583',0.035
'18:29.586',0.045
'18:29.589',0.065
'18:29.592',0.060
'18:29.594',0.050
'18:29.597',0.035
'18:29.600',0.015
'18:29.603',0.020
'18:29.606',0.045
'18:29.608',0.065
'18:29.611',0.065
'18:29.614',0.020
'18:29.617',-0.050
'18:29.619',-0.105
'18:29.622',-0.170
'18:29.625',-0.220
'18:29.628',-0.295
'18:29.631',-0.400
'18:29.633',-0.525
'18:29.636',-0.610
'18:29.639',-0.665
'18:29.642',-0.705
'18:29.644',-0.745
'18:29.647',-0.775
'18:29.650',-0.805
'18:29.653',-0.845
'18:29.656',-0.870
'18:29.658',-0.905
'18:29.661',-0.950
'18:29.664',-1.000
'18:29.667',-1.065
'18:29.669',-1.100
'18:29.672',-1.115
'18:29.675',-1.110
'18:29.678',-1.085
'18:29.681',-1.045
'18:29.683',-0.995
'18:29.686',-0.930
'18:29.689',-0.840
'18:29.692',-0.750
'18:29.694',-0.680
'18:29.697',-0.600
'18:29.700',-0.530
'18:29.703',-0.475
'18:29.706',-0.435
'18:29.708',-0.390
'18:29.711',-0.385
'18:29.714',-0.355
'18:29.717',-0.345
'18:29.719',-0.340
'18:29.722',-0.320
'18:29.725',-0.315
'18:29.728',-0.305
'18:29.731',-0.305
'18:29.733',-0.275
'18:29.736',-0.230
'18:29.739',-0.130
'18:29.742',-0.040
'18:29.744',0.055
'18:29.747',0.120
'18:29.750',0.140
'18:29.753',0.185
'18:29.756',0.210
'18:29.758',0.245
'18:29.761',0.280
'18:29.764',0.275
'18:29.767',0.275
'18:29.769',0.290
'18:29.772',0.305
'18:29.775',0.325
'18:29.778',0.325
'18:29.781',0.345
'18:29.783',0.335
'18:29.786',0.340
'18:29.789',0.350
'18:29.792',0.375
'18:29.794',0.375
'18:29.797',0.370
'18:29.800',0.370
'18:29.803',0.375
'18:29.806',0.390
'18:29.808',0.420
'18:29.811',0.440
'18:29.814',0.440
'18:29.817',0.440
'18:29.819',0.450
'18:29.822',0.455
'18:29.825',0.500
'18:29.828',0.510
'18:29.831',0.520
'18:29.833',0.525
'18:29.836',0.525
'18:29.839',0.555
'18:29.842',0.565
'18:29.844',0.565
'18:29.847',0.565
'18:29.850',0.550
'18:29.853',0.555
'18:29.856',0.575
'18:29.858',0.585
'18:29.861',0.585
'18:29.864',0.595
'18:29.867',0.580
'18:29.869',0.580
'18:29.872',0.590
'18:29.875',0.595
'18:29.878',0.580
'18:29.881',0.580
'18:29.883',0.565
'18:29.886',0.570
'18:29.889',0.555
'18:29.892',0.555
'18:29.894',0.540
'18:29.897',0.515
'18:29.900',0.485
'18:29.903',0.475
'18:29.906',0.470
'18:29.908',0.465
'18:29.911',0.430
'18:29.914',0.400
'18:29.917',0.355
'18:29.919',0.320
'18:29.922',0.305
'18:29.925',0.295
'18:29.928',0.280
'18:29.931',0.250
'18:29.933',0.225
'18:29.936',0.200
'18:29.939',0.195
'18:29.942',0.185
'18:29.944',0.180
'18:29.947',0.165
'18:29.950',0.145
'18:29.953',0.130
'18:29.956',0.130
'18:29.958',0.125
'18:29.961',0.125
'18:29.964',0.125
'18:29.967',0.115
'18:29.969',0.115
'18:29.972',0.110
'18:29.975',0.115
'18:29.978',0.130
'18:29.981',0.120
'18:29.983',0.110
'18:29.986',0.090
'18:29.989',0.110
'18:29.992',0.125
'18:29.994',0.140
'18:29.997',0.140
'18:30.000',0.130
'18:30.003',0.125
'18:30.006',0.135
'18:30.008',0.140
'18:30.011',0.145
'18:30.014',0.130
'18:30.017',0.115
'18:30.019',0.100
'18:30.022',0.110
'18:30.025',0.130
'18:30.028',0.130
'18:30.031',0.145
'18:30.033',0.130
'18:30.036',0.130
'18:30.039',0.140
'18:30.042',0.150
'18:30.044',0.150
'18:30.047',0.155
'18:30.050',0.135
'18:30.053',0.135
'18:30.056',0.140
'18:30.058',0.145
'18:30.061',0.150
'18:30.064',0.140
'18:30.067',0.115
'18:30.069',0.120
'18:30.072',0.130
'18:30.075',0.140
'18:30.078',0.160
'18:30.081',0.150
'18:30.083',0.135
'18:30.086',0.140
'18:30.089',0.125
'18:30.092',0.130
'18:30.094',0.135
'18:30.097',0.130
'18:30.100',0.115
'18:30.103',0.120
'18:30.106',0.120
'18:30.108',0.135
'18:30.111',0.145
'18:30.114',0.140
'18:30.117',0.110
'18:30.119',0.110
'18:30.122',0.115
'18:30.125',0.125
'18:30.128',0.130
'18:30.131',0.115
'18:30.133',0.095
'18:30.136',0.095
'18:30.139',0.105
'18:30.142',0.130
'18:30.144',0.130
'18:30.147',0.120
'18:30.150',0.110
'18:30.153',0.095
'18:30.156',0.105
'18:30.158',0.110
'18:30.161',0.120
'18:30.164',0.120
'18:30.167',0.105
'18:30.169',0.100
'18:30.172',0.100
'18:30.175',0.115
'18:30.178',0.110
'18:30.181',0.090
'18:30.183',0.090
'18:30.186',0.070
'18:30.189',0.085
'18:30.192',0.095
'18:30.194',0.100
'18:30.197',0.095
'18:30.200',0.090
'18:30.203',0.085
'18:30.206',0.110
'18:30.208',0.120
'18:30.211',0.125
'18:30.214',0.110
'18:30.217',0.090
'18:30.219',0.085
'18:30.222',0.095
'18:30.225',0.110
'18:30.228',0.100
'18:30.231',0.080
'18:30.233',0.040
'18:30.236',0.020
'18:30.239',0.035
'18:30.242',0.025
'18:30.244',0.045
'18:30.247',0.055
'18:30.250',0.025
'18:30.253',0.025
'18:30.256',0.040
'18:30.258',0.055
'18:30.261',0.075
'18:30.264',0.080
'18:30.267',0.065
'18:30.269',0.055
'18:30.272',0.065
'18:30.275',0.075
'18:30.278',0.080
'18:30.281',0.085
'18:30.283',0.075
'18:30.286',0.075
'18:30.289',0.080
'18:30.292',0.100
'18:30.294',0.095
'18:30.297',0.085
'18:30.300',0.070
'18:30.303',0.060
'18:30.306',0.060
'18:30.308',0.080
'18:30.311',0.085
'18:30.314',0.075
'18:30.317',0.075
'18:30.319',0.060
'18:30.322',0.060
'18:30.325',0.070
'18:30.328',0.090
'18:30.331',0.075
'18:30.333',0.065
'18:30.336',0.050
'18:30.339',0.045
'18:30.342',0.055
'18:30.344',0.060
'18:30.347',0.035
'18:30.350',-0.015
'18:30.353',-0.095
'18:30.356',-0.185
'18:30.358',-0.235
'18:30.361',-0.270
'18:30.364',-0.300
'18:30.367',-0.335
'18:30.369',-0.355
'18:30.372',-0.345
'18:30.375',-0.285
'18:30.378',-0.175
'18:30.381',-0.085
'18:30.383',-0.015
'18:30.386',0.035
'18:30.389',0.055
'18:30.392',0.045
'18:30.394',0.030
'18:30.397',0.025
'18:30.400',0.040
'18:30.403',0.050
'18:30.406',0.070
'18:30.408',0.100
'18:30.411',0.090
'18:30.414',0.095
'18:30.417',0.090
'18:30.419',0.075
'18:30.422',0.095
'18:30.425',0.105
'18:30.428',0.115
'18:30.431',0.105
'18:30.433',0.085
'18:30.436',0.080
'18:30.439',0.085
'18:30.442',0.100
'18:30.444',0.110
'18:30.447',0.110
'18:30.450',0.095
'18:30.453',0.100
'18:30.456',0.110
'18:30.458',0.105
'18:30.461',0.100
'18:30.464',0.090
'18:30.467',0.085
'18:30.469',0.075
'18:30.472',0.095
'18:30.475',0.105
'18:30.478',0.105
'18:30.481',0.080
'18:30.483',0.060
'18:30.486',0.060
'18:30.489',0.070
'18:30.492',0.075
'18:30.494',0.075
'18:30.497',0.070
'18:30.500',0.055
'18:30.503',0.040
'18:30.506',0.050
'18:30.508',0.065
'18:30.511',0.050
'18:30.514',0.050
'18:30.517',0.025
'18:30.519',0.015
'18:30.522',0.025
'18:30.525',0.025
'18:30.528',0.025
'18:30.531',0.020
'18:30.533',0.000
'18:30.536',-0.015
'18:30.539',-0.030
'18:30.542',-0.020
'18:30.544',-0.015
'18:30.547',-0.040
'18:30.550',-0.050
'18:30.553',-0.085
'18:30.556',-0.090
'18:30.558',-0.080
'18:30.561',-0.080
'18:30.564',-0.120
'18:30.567',-0.145
'18:30.569',-0.155
'18:30.572',-0.160
'18:30.575',-0.155
'18:30.578',-0.155
'18:30.581',-0.195
'18:30.583',-0.220
'18:30.586',-0.220
'18:30.589',-0.220
'18:30.592',-0.220
'18:30.594',-0.210
'18:30.597',-0.210
'18:30.600',-0.225
'18:30.603',-0.245
'18:30.606',-0.250
'18:30.608',-0.230
'18:30.611',-0.220
'18:30.614',-0.225
'18:30.617',-0.230
'18:30.619',-0.215
'18:30.622',-0.190
'18:30.625',-0.165
'18:30.628',-0.140
'18:30.631',-0.115
'18:30.633',-0.110
'18:30.636',-0.090
'18:30.639',-0.055
'18:30.642',-0.010
'18:30.644',0.025
'18:30.647',0.030
'18:30.650',0.040
'18:30.653',0.035
'18:30.656',0.060
'18:30.658',0.075
'18:30.661',0.105
'18:30.664',0.125
'18:30.667',0.120
'18:30.669',0.120
'18:30.672',0.140
'18:30.675',0.150
'18:30.678',0.175
'18:30.681',0.165
'18:30.683',0.150
'18:30.686',0.140
'18:30.689',0.135
'18:30.692',0.145
'18:30.694',0.160
'18:30.697',0.170
'18:30.700',0.155
'18:30.703',0.150
'18:30.706',0.170
'18:30.708',0.170
'18:30.711',0.180
'18:30.714',0.165
'18:30.717',0.155
'18:30.719',0.155
'18:30.722',0.165
'18:30.725',0.180
'18:30.728',0.175
'18:30.731',0.165
'18:30.733',0.160
'18:30.736',0.160
'18:30.739',0.165
'18:30.742',0.175
'18:30.744',0.185
'18:30.747',0.165
'18:30.750',0.145
'18:30.753',0.150
'18:30.756',0.150
'18:30.758',0.160
'18:30.761',0.160
'18:30.764',0.160
'18:30.767',0.145
'18:30.769',0.145
'18:30.772',0.145
'18:30.775',0.160
'18:30.778',0.165
'18:30.781',0.160
'18:30.783',0.150
'18:30.786',0.140
'18:30.789',0.135
'18:30.792',0.150
'18:30.794',0.155
'18:30.797',0.155
'18:30.800',0.160
'18:30.803',0.135
'18:30.806',0.150
'18:30.808',0.150
'18:30.811',0.150
'18:30.814',0.160
'18:30.817',0.140
'18:30.819',0.130
'18:30.822',0.150
'18:30.825',0.160
'18:30.828',0.165
'18:30.831',0.145
'18:30.833',0.135
'18:30.836',0.135
'18:30.839',0.145
'18:30.842',0.140
'18:30.844',0.150
'18:30.847',0.125
'18:30.850',0.125
'18:30.853',0.140
'18:30.856',0.140
'18:30.858',0.150
'18:30.861',0.155
'18:30.864',0.140
'18:30.867',0.125
'18:30.869',0.125
'18:30.872',0.120
'18:30.875',0.130
'18:30.878',0.100
'18:30.881',0.095
'18:30.883',0.055
'18:30.886',0.060
'18:30.889',0.060
'18:30.892',0.075
'18:30.894',0.080
'18:30.897',0.075
'18:30.900',0.060
'18:30.903',0.070
'18:30.906',0.105
'18:30.908',0.115
'18:30.911',0.120
'18:30.914',0.110
'18:30.917',0.090
'18:30.919',0.085
'18:30.922',0.105
'18:30.925',0.115
'18:30.928',0.115
'18:30.931',0.120
'18:30.933',0.095
'18:30.936',0.100
'18:30.939',0.090
'18:30.942',0.105
'18:30.944',0.120
'18:30.947',0.120
'18:30.950',0.100
'18:30.953',0.090
'18:30.956',0.100
'18:30.958',0.095
'18:30.961',0.105
'18:30.964',0.100
'18:30.967',0.090
'18:30.969',0.080
'18:30.972',0.080
'18:30.975',0.095
'18:30.978',0.100
'18:30.981',0.090
'18:30.983',0.065
'18:30.986',0.060
'18:30.989',0.060
'18:30.992',0.060
'18:30.994',0.030
'18:30.997',-0.045
'18:31.000',-0.160
'18:31.003',-0.255
'18:31.006',-0.290
'18:31.008',-0.295
'18:31.011',-0.295
'18:31.014',-0.290
'18:31.017',-0.275
'18:31.019',-0.175
'18:31.022',-0.025
'18:31.025',0.070
'18:31.028',0.110
'18:31.031',0.095
'18:31.033',0.060
'18:31.036',0.035
'18:31.039',0.045
'18:31.042',0.075
'18:31.044',0.115
'18:31.047',0.110
'18:31.050',0.115
'18:31.053',0.090
'18:31.056',0.100
'18:31.058',0.120
'18:31.061',0.120
'18:31.064',0.110
'18:31.067',0.110
'18:31.069',0.110
'18:31.072',0.120
'18:31.075',0.120
'18:31.078',0.130
'18:31.081',0.110
'18:31.083',0.105
'18:31.086',0.100
'18:31.089',0.115
'18:31.092',0.120
'18:31.094',0.115
'18:31.097',0.105
'18:31.100',0.100
'18:31.103',0.105
'18:31.106',0.090
'18:31.108',0.120
'18:31.111',0.115
'18:31.114',0.120
'18:31.117',0.105
'18:31.119',0.095
'18:31.122',0.105
'18:31.125',0.110
'18:31.128',0.095
'18:31.131',0.085
'18:31.133',0.070
'18:31.136',0.060
'18:31.139',0.075
'18:31.142',0.070
'18:31.144',0.070
'18:31.147',0.065
'18:31.150',0.060
'18:31.153',0.045
'18:31.156',0.040
'18:31.158',0.040
'18:31.161',0.040
'18:31.164',0.030
'18:31.167',0.010
'18:31.169',0.005
'18:31.172',0.000
'18:31.175',-0.005
'18:31.178',-0.015
'18:31.181',-0.025
'18:31.183',-0.055
'18:31.186',-0.070
'18:31.189',-0.080
'18:31.192',-0.080
'18:31.194',-0.095
'18:31.197',-0.110
'18:31.200',-0.120
'18:31.203',-0.150
'18:31.206',-0.160
'18:31.208',-0.165
'18:31.211',-0.170
'18:31.214',-0.185
'18:31.217',-0.200
'18:31.219',-0.200
'18:31.222',-0.215
'18:31.225',-0.220
'18:31.228',-0.225
'18:31.231',-0.225
'18:31.233',-0.240
'18:31.236',-0.240
'18:31.239',-0.230
'18:31.242',-0.215
'18:31.244',-0.215
'18:31.247',-0.200
'18:31.250',-0.190
'18:31.253',-0.185
'18:31.256',-0.155
'18:31.258',-0.130
'18:31.261',-0.090
'18:31.264',-0.080
'18:31.267',-0.065
'18:31.269',-0.035
'18:31.272',-0.010
'18:31.275',0.035
'18:31.278',0.055
'18:31.281',0.070
'18:31.283',0.080
'18:31.286',0.090
'18:31.289',0.105
'18:31.292',0.125
'18:31.294',0.140
'18:31.297',0.140
'18:31.300',0.135
'18:31.303',0.140
'18:31.306',0.160
'18:31.308',0.170
'18:31.311',0.185
'18:31.314',0.190
'18:31.317',0.165
'18:31.319',0.160
'18:31.322',0.180
'18:31.325',0.180
'18:31.328',0.190
'18:31.331',0.180
'18:31.333',0.165
'18:31.336',0.160
'18:31.339',0.165
'18:31.342',0.180
'18:31.344',0.180
'18:31.347',0.165
'18:31.350',0.175
'18:31.353',0.165
'18:31.356',0.170
'18:31.358',0.185
'18:31.361',0.180
'18:31.364',0.180
'18:31.367',0.165
'18:31.369',0.160
'18:31.372',0.175
'18:31.375',0.180
'18:31.378',0.190
'18:31.381',0.175
'18:31.383',0.160
'18:31.386',0.150
'18:31.389',0.155
'18:31.392',0.160
'18:31.394',0.165
'18:31.397',0.165
'18:31.400',0.135
'18:31.403',0.145
'18:31.406',0.145
'18:31.408',0.150
'18:31.411',0.165
'18:31.414',0.155
'18:31.417',0.140
'18:31.419',0.135
'18:31.422',0.140
'18:31.425',0.150
'18:31.428',0.150
'18:31.431',0.150
'18:31.433',0.125
'18:31.436',0.115
'18:31.439',0.125
'18:31.442',0.135
'18:31.444',0.150
'18:31.447',0.140
'18:31.450',0.130
'18:31.453',0.115
'18:31.456',0.125
'18:31.458',0.130
'18:31.461',0.125
'18:31.464',0.120
'18:31.467',0.115
'18:31.469',0.095
'18:31.472',0.115
'18:31.475',0.135
'18:31.478',0.140
'18:31.481',0.155
'18:31.483',0.145
'18:31.486',0.130
'18:31.489',0.145
'18:31.492',0.160
'18:31.494',0.180
'18:31.497',0.175
'18:31.500',0.160
'18:31.503',0.145
'18:31.506',0.125
'18:31.508',0.090
'18:31.511',0.020
'18:31.514',-0.050
'18:31.517',-0.160
'18:31.519',-0.250
'18:31.522',-0.330
'18:31.525',-0.430
'18:31.528',-0.525
'18:31.531',-0.630
'18:31.533',-0.715
'18:31.536',-0.795
'18:31.539',-0.855
'18:31.542',-0.900
'18:31.544',-0.910
'18:31.547',-0.960
'18:31.550',-1.005
'18:31.553',-1.055
'18:31.556',-1.060
'18:31.558',-1.080
'18:31.561',-1.095
'18:31.564',-1.130
'18:31.567',-1.150
'18:31.569',-1.150
'18:31.572',-1.120
'18:31.575',-1.055
'18:31.578',-1.000
'18:31.581',-0.930
'18:31.583',-0.865
'18:31.586',-0.790
'18:31.589',-0.695
'18:31.592',-0.595
'18:31.594',-0.520
'18:31.597',-0.445
'18:31.600',-0.415
'18:31.603',-0.395
'18:31.606',-0.375
